,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
39,,Wednesday May 19 10:46:06 +0000 2021,,,https://bit.ly/3u29Seu,0,1394967593195343873,,,,pl,,False,,1,1.3949643515143004e+18,ParlamentarnyPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rozpoczynają się prace nad regulacjami dotyczącymi pracy zdalnej
@pulshr_pl 
https://t.co/PrCIGRxxHr",https://twitter.com/pulshr_pl/status/1394967593195343873,Mon 03 10 10:32:49 +0000 2014,2381941627,False,,1285,2090,505,94,,PulsHR.pl,pulshr_pl,36637,,,False
40,,Wednesday May 19 10:39:21 +0000 2021,,,,0,1394965895584309250,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","No to uł już podjęta decyzja, egzaminy i obrony zdalne do końca września.
Oczywiście się znowu popłakałam, Boże nawet pożegnać się ze studiami mi nie dadzą, tylko ta beznadziejna zdalna obrona",https://twitter.com/strawmarry_/status/1394965895584309250,Mon 01 02 21:03:33 +0000 2017,816027172628557824,False,"Zapraszam na miesiąc do mojego życia, jedynie to mogłoby jakoś uprawomacniać wyrażanie opinii o tym, co jest dla mnie dobre, a co szalone",10873,255,715,1,,Strawmarry,strawmarry_,37926,,,False
41,,Tuesday May 18 14:55:23 +0000 2021,MowiaPrezydenci,,,0,1394667940356759555,,,,pl,,,,2,1.3945953661928366e+18,rzeczpospolita,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🎧#MowiaPrezydenci: Jaki obraz ochrony zdrowia wyłania się po ponad roku walki z pandemią? Jakie były najtrudniejsze momenty? Jak nauka zdalna wpłynęła na dzieci? 

👉 Z @RKaznowska, wiceprezydent @Warszawa, @UniaMetropolii, rozmawia @michal_kolanko

https://t.co/7DI5qVHwtp",https://twitter.com/free_warsaw/status/1394667940356759555,Thu 10 29 23:50:19 +0000 2020,1321962492294254592,False,Free people in free city,169922,446,697,6,"Warszawa, Polska",Free City of Warsaw,free_warsaw,149899,,,False
42,,Wednesday May 19 11:49:07 +0000 2021,,,,0,1394983453125394438,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ostatnia lekcja zdalna ajjjj,https://twitter.com/picturesofg_/status/1394983453125394438,Mon 12 07 17:50:15 +0000 2020,1336005077333643270,False,i love you 3000,23835,334,539,3,She/her,krychna🐸,picturesofg_,4774,,,False
43,,Wednesday May 19 08:51:12 +0000 2021,,,,1,1394938680847081473,CentralneO,1.3949355189247877e+18,9.474711308514673e+17,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CentralneO Ostatnia zdalna niby.,https://twitter.com/mat3oosh/status/1394938680847081473,Fri 10 08 00:11:54 +0000 2010,199898652,False,"DataCenter architect, Storage / Compute guy. #MakeLifeARide #AIX #Linux #SDDC #VMware #OpenStack",282485,7061,4003,36,"Poznań, Polska",Der MaTi #czescwujku,mat3oosh,90171,,http://6cmgcpaynaq6owqteyb6576rdhb3yzrrl3pgggiy6istdh2j4i6qw2qd.onion,False
44,,Wednesday May 19 10:42:52 +0000 2021,,,,7,1394966782973186049,,,,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","uł ma +3 punkty do szacunku ode mnie, bo dostałam maila, że sesja zostaje zdalna
MOZE SKONCZE TE STUDIA DZIEKI TEMU",https://twitter.com/shownuaw/status/1394966782973186049,Mon 02 06 18:18:35 +0000 2012,484988118,False,"I'm just trying to survive since 1999
fan account 

pv: @joo_babe
CEO OF MONSTA X THREADS

▪️Monbebe▪️Ahgase ▪️Atiny ▪️Stay",28482,1726,966,23,she/her/23 ,Stara,shownuaw,64739,,,False
45,,Wednesday May 19 12:54:09 +0000 2021,,,https://businessinsider.com.pl/twoje-pieniadze/praca/praca-zdalna-na-zadanie-co-jeszcze-zmieni-sie-w-kodeksie-pracy/kjlh94y,1,1394999818494304261,zajacdm,1.3949983894907863e+18,3204564071.0,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@zajacdm @edekzczwartego @MichaNowiski1 @WitekZontek @PMLeonarski @MarcinBaj Ot, pierwsze co mi się skojarzyło z dzisiejszych niusów (a to tylko 1 z problemów do takiej debaty):
https://t.co/OZQJ9WHEec
Może się mylę, ale chyba po 1989 nie było równie istotnej rewolucji w zasadach świadczenia pracy co umasowienie pracy zdalnej.",https://twitter.com/DobryWhatr/status/1394999818494304261,Thu 02 14 13:35:33 +0000 2019,1096040248553951232,False,Better koul-slow,107577,781,428,3,,WhatIsLaw?,DobryWhatr,28877,,,False
46,,Tuesday May 18 14:26:06 +0000 2021,,,,2,1394660570381570058,TurskiPrezesK,1.3946283297608622e+18,8.947261198318756e+17,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@TurskiPrezesK @antek_pe Proszę to powiedzieć urzędnikom, którzy jak przeszli na zdalną, to już nic nie robią, w miesiąc mieli mi wyliczyć koszt przekształcenia użytkowania we własność, właśnie rok mija.",https://twitter.com/MarekWitol/status/1394660570381570058,Fri 04 13 17:04:57 +0000 2018,984839872698560512,False,Produkcja i konserwacja surowców wtórnych.,28690,339,95,2,Tu,Marek Witol 📚 🇺🇦 ✌🏿,MarekWitol,30070,,,False
47,,Wednesday May 19 07:11:07 +0000 2021,,,,3,1394913490956136449,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jeśli myśleli ze matematyka w szkole a nie zdalna powstrzyma mnie przed oglądaniem anime na lekcji Then no,https://twitter.com/Lovely_Jwrap/status/1394913490956136449,Sun 04 22 15:00:47 +0000 2018,988070113021714432,False,My love is true.,85235,834,1004,17,Rin ♡ she/her,Wrapowa,Lovely_Jwrap,44302,,,False
48,,Tuesday May 18 20:43:37 +0000 2021,,,,1,1394755578254217220,L0ver_0f_Min3,1.3947456642828083e+18,1.173609116679512e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Hold_on_sun Masz zdalną czy nie?,https://twitter.com/gendreblender/status/1394755578254217220,Mon 03 22 23:18:49 +0000 2021,1374138482709434371,False,"Throwing rocks at your window.
                                         16 lvl",43378,482,638,8,she/he/they,Komarowe Pieniądze,gendreblender,22947,,,False
49,,Wednesday May 19 10:33:13 +0000 2021,,,https://bit.ly/3u29Seu,0,1394964351514300417,,,,pl,,False,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rozpoczynają się prace nad regulacjami dotyczącymi pracy zdalnej
@pulshr_pl 
https://t.co/PrCIGRxxHr",https://twitter.com/ParlamentarnyPL/status/1394964351514300417,Mon 08 03 13:03:42 +0000 2015,3401262845,False,,2038,2710,1492,43,,Parlamentarny.pl,ParlamentarnyPL,69474,,http://www.parlamentarny.pl,False
50,,Wednesday May 19 11:39:49 +0000 2021,spidersweb bizblog,,https://spidersweb.pl/bizblog/praca-zdalna-rachunki-prad-internet/,2,1394981112284422144,,,,pl,,False,,0,,,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Szef będzie ci opłacał domowe rachunki za prąd i internet. Praca zdalna w końcu w Kodeksie pracy
https://t.co/TNzhMNi0N5 #spidersweb #bizblog",https://twitter.com/SpidersWebPL/status/1394981112284422144,Wed 12 21 12:48:06 +0000 2011,442760702,False,SPIDER'S WEB. TECHNOLOGIE. MOTORYZACJA. BIZNES. ROZRYWKA. #spidersweb #autoblog #bizblog #rozrywkablog #spiderswebplus,3465,21422,240,257,Polska,SPIDER'S WEB,SpidersWebPL,66740,,http://www.spidersweb.pl,False
51,,Wednesday May 19 11:22:45 +0000 2021,,,https://zyciestolicy.com.pl/projekt-ustawy-regulujacy-prace-zdalna-doplata-za-prad-i-internet-to-czesc-z-propozycji/,0,1394976816503349253,,,,pl,,False,,2,1.3949759598335345e+18,ZStolicy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Projekt ustawy regulujący pracę zdalną. Dopłata za prąd i internet to część z propozycji https://t.co/444dH9BjuB,https://twitter.com/Kamil_Ma1/status/1394976816503349253,Wed 03 11 12:15:33 +0000 2015,3086546085,True,,145427,164,278,1,,Kamil Ma 🇵🇱🇺🇸🇬🇷,Kamil_Ma1,50761,,,False
52,,Tuesday May 18 13:54:48 +0000 2021,,,,0,1394652695496167429,Alonewolfsstone,1.3946515447175086e+18,1.1062250740618854e+18,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Alonewolfsstone Nie muszę szukać przykładów w internecie. Moja sąsiadka jest nauczycielką i opowiadała jak zły stan psychiczny dzieci wywołuje nauka zdalna, a dokladnie ograniczenie kontaktów z rówieśnikami. Przykład 7 latka z jej szkoły cierpli z tego powodu na depresję 1/2",https://twitter.com/BeaBea83731790/status/1394652695496167429,Sat 11 24 22:15:53 +0000 2018,1066455391075209216,False,'Bardzo niedobre dialogi są. Proszę pana. W ogóle brak akcji jest. Nic się nie dzieje.',138204,5117,1634,7,Polska,BeaBea,BeaBea83731790,84461,,,False
53,,Wednesday May 19 08:36:37 +0000 2021,praca_zdalna KHR,https://twitter.com/emitenci/status/1394935010826858496/photo/1,https://www.seg.org.pl/pl/cykl-webinariow-khr-praca-zdalna-godziny-pracy,0,1394935010826858496,,,,pl,,False,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Już jutro tj. 20.05 w godz. 10:00-11:30 odbędzie się spotkanie z cyklu webinariów e-KHR ""Praca zdalna a godziny pracy"". Partnerem wydarzenia jest PCS Paruch Chruściel Schiffter | Littler Global. Zapraszamy. https://t.co/kHXbF2tfn0 #praca_zdalna #KHR https://t.co/hGMgq2ed7q",https://twitter.com/emitenci/status/1394935010826858496,Tue 06 30 08:47:33 +0000 2015,3261013620,False,"Stowarzyszenie Emitentów Giełdowych: od 1993 r. wspieramy spółki giełdowe poprzez działania edukacyjne, regulacyjne i inicjatywy rozwojowe na rynku kapitałowym.",253,1472,108,15,"Warszawa, Mazowieckie",Emitenci,emitenci,2645,,http://www.seg.org.pl,False
54,,Wednesday May 19 05:51:48 +0000 2021,,,https://jakdorobic.pl/praca-zdalna-8-pomyslow-na-prace-przez-internet/,0,1394893530787635204,,,,pl,,False,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Chcielibyście pracować zdalnie, ale nie wiecie, jak to zrobić? 👩‍💻👨‍💻
Kilka pomysłów na przebranżowienie i zostanie cyfrowym nomadem: https://t.co/feYhtOJ38Z",https://twitter.com/JakDorobic/status/1394893530787635204,Sat 01 09 19:38:21 +0000 2016,4757258303,False,Vademecum pomysłów jak osiągać dodatkowe dochody. Sprawdź sam!  #lokata #depozyt #bank #oszczędzanie #kontobankowe #dochody #promocja #premia,321,384,241,5,Polska,JakDorobic.pl,JakDorobic,3866,,http://www.jakdorobic.pl,False
55,,Wednesday May 19 08:38:29 +0000 2021,,,,0,1394935478756024320,,,,pl,,,,1,1.3949350108268585e+18,emitenci,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Już jutro tj. 20.05 w godz. 10:00-11:30 odbędzie się spotkanie z cyklu webinariów e-KHR ""Praca zdalna a godziny pracy"". Partnerem wydarzenia jest PCS Paruch Chruściel Schiffter | Littler Global. Zapraszamy. https://t.co/kHXbF2tfn0 #praca_zdalna #KHR https://t.co/hGMgq2ed7q",https://twitter.com/agatabednarczy1/status/1394935478756024320,Wed 09 02 20:15:57 +0000 2015,3526733176,False,"SEG
https://t.co/19I3us41bj",1296,66,169,2,Warszawa,Agata Bednarczyk,agatabednarczy1,713,,,False
56,,Wednesday May 19 06:29:02 +0000 2021,,,,0,1394902901596770306,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mam wlasnei ostatnia zdalna informatyke potem zostanie sie tylko modlic przed szkola,https://twitter.com/belleezzax/status/1394902901596770306,Tue 06 28 16:18:14 +0000 2016,747826449273458689,False,za kazdym silnym mezczyzna stoi kobieta - krysia (she/her) 18,1497,725,893,6,znani ludzie: ewelina,d-_-b,belleezzax,18412,,,False
57,,Tuesday May 18 16:51:57 +0000 2021,,,,0,1394697274941485062,,,,pl,,,,12,1.3946932268257649e+18,tvp_info,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[WIDEO]
@CzarnekP: Nasza młodzież musi wiedzieć, skąd Polska wzięła się w tym miejscu, w wyniku jakich zjawisk; stąd to rozdzielenie: na historię Polski i historię powszechną
#OCoChodzi #wieszwięcej   
https://t.co/j9T3n6cdeo",https://twitter.com/krystynaWarsaw/status/1394697274941485062,Tue 05 09 10:34:29 +0000 2017,861892121044942849,False,"✝️🇵🇱🇪🇺UF za krytykanctwo PiS i Rządu. 
@GPCodziennie 
@lostson_
@RepublikaTv
@TVP
@PolskieRadio24
Ziemkiewicz-brr...",786388,2915,485,9,"Warszawa, Polska",Murzyn Dżesika#PMM moim Premierem✝️🇵🇱🇪🇺,krystynaWarsaw,766521,,,False
58,,Wednesday May 19 13:37:54 +0000 2021,,,"https://gospodarka.dziennik.pl/praca/artykuly/8167209,praca-zdalna-iwona-michalek-ministerstwo-pracy.html?utm_source=dlvr.it&utm_medium=twitter",0,1395010828341063681,,,,pl,,False,,1,1.3949660771054838e+18,DziennikPL,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pracodawca zwróci za prąd? Szykują się zmiany w pracy zdalnej https://t.co/N0bMBg5jPx,https://twitter.com/MonikaM1987/status/1395010828341063681,Tue 02 16 16:28:01 +0000 2016,4919893575,False,"Cienie, są potrzebne na obrazie, ale tylko po to, by okazać piękno tego co wydobyło światło. _ M.Wojciech.",40944,628,1309,5,,Monika Wojciech,MonikaM1987,58117,,,False
59,,Tuesday May 18 16:25:54 +0000 2021,homeoffice webinar,https://twitter.com/home_pl/status/1394690718455709703/photo/1,https://akademia.home.pl/webinar/praca-zdalna-z-pakietem-google-to-mozliwe/,0,1394690718455709703,,,,pl,,False,,0,,,"<a href=""https://publer.io"" rel=""nofollow"">Publer.io</a>","Korzystasz z Gmaila? Poznaj jego dodatkowe możliwości, wspierające pracę na #homeoffice.
👉 Zarejestruj się na darmowy #webinar 19.05 o 10:00 🗓️ 
▶️ https://t.co/qhPOoWDlj1 https://t.co/iqX9mcL8al",https://twitter.com/home_pl/status/1394690718455709703,Fri 05 20 11:33:12 +0000 2011,301972345,False,"home.pl, największy dostawca usług internetowych dla małych i średnich przedsiębiorstw w Europie Środkowo-Wschodniej.",538,1640,743,38,"Szczecin, Poland",home_pl,home_pl,3905,,http://www.home.pl,False
60,,Tuesday May 18 17:18:29 +0000 2021,,,,0,1394703954617962499,McGramat,1.3947007484333384e+18,321603527.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@McGramat Junior chodzi, do VI klasy. Kiedy był w starszakach byłem przekonany, że po nauczaniu początkowym dostaną po tablecie i do nauki.
Same plusy takiego rozwiązania.

Już nie wspominam o zysku w obecnej sytuacji ze zdalną edukacją. Nic w tym kraju dobrze nie działa ☹️",https://twitter.com/MaksAtak/status/1394703954617962499,Wed 10 05 12:27:47 +0000 2011,385391399,False,"Od 13.VII.20 - staram się unikać polityki.
#MHL
Jeden powie, że szklanka jest do połowy pełna, inny że pusta.
A ja jestem jak sanepid.
Ta szklanka jest brudna!!",107490,1465,3223,4,"Langley, Śląskie, Polska, EU✌️",LUCAS 🇪🇺 #NAFO #OdstawiamTT #FBPE ⭐3+5 🎮SQRA666,MaksAtak,81125,,,False
61,,Tuesday May 18 14:21:17 +0000 2021,,,,0,1394659358403870722,adalovesgay,1.3946204367266652e+18,100610480.0,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@amonstergd @f_sterczewski To przejazd boltem kosztuje 3 zł, czy po prostu rzadko musisz jeździć? 😳 Bo bilet miesięczny na strefę A kosztuje chyba 150 zł(?). No w sumie w pandemii jak ktoś ma zdalną pracę to rzeczywiście bolt może się opłacać bardziej",https://twitter.com/kat1312_/status/1394659358403870722,Mon 06 24 12:49:43 +0000 2019,1143139138574704641,False,"three queer racoons in a trench coat, with molotovs 🔥 28
💉 triple vaxxed
🍻 brewer at FemAle collective
✊ down with white supremacy, patriarchy & capitalism",25178,137,85,0,"🇬🇧 they/them, 🇵🇱 onx/jej",militant presenting Kat,kat1312_,9016,,,False
62,,Tuesday May 18 16:36:40 +0000 2021,zebranie zdalna ZebranieZdalnie szkoła,https://twitter.com/MagdaMarrkefka/status/1394693431495118849/photo/1,,4,1394693431495118849,,,,pl,"Gdansk, Poland",False,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jak ja nie lubię zebrań z rodzicami... chociaż tych zdalnie troszkę mniej... 
#zebranie #zdalna #ZebranieZdalnie #szkoła https://t.co/aeDVTLUSCQ",https://twitter.com/MagdaMarrkefka/status/1394693431495118849,Sat 08 06 14:01:36 +0000 2016,761925192738283520,False,"Nɪᴇɴᴀᴡɪꜱ́Ć NɪE JᴇꜱT Pᴏɢʟᴀ̨ᴅᴇM.
KłᴀᴍꜱᴛᴡO NɪE JᴇꜱT OᴘɪɴɪĄ.
GłᴜᴘᴏᴛA NɪE JᴇꜱT UꜱᴘʀᴀᴡɪᴇᴅʟɪᴡɪᴇɴɪᴇM.
Pʀᴢʏᴢᴡᴏɪᴛᴏꜱ́Ć NɪE JᴇꜱT Słᴀʙᴏꜱ́ᴄɪĄ.",108875,6107,2248,3,"Gdańsk, Polska",𝑴𝒂𝒓𝒓𝒌𝒆𝒇𝒌𝒂,MagdaMarrkefka,23197,,,False
63,,Tuesday May 18 15:18:47 +0000 2021,,,,0,1394673828027113476,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SESJA ZDALNA O TAK KURWA,https://twitter.com/hazvlou/status/1394673828027113476,Sat 05 06 14:16:35 +0000 2017,860860850420240384,False,"18062017, 28122017",14514,196,666,2,Poland,',hazvlou,57354,,,False
64,,Wednesday May 19 07:44:47 +0000 2021,,,,4,1394921962900803584,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","O jeny nie wysyłałam mu nic co nam kazał przez całe zdalna i on teraz to ogarnął -,-",https://twitter.com/sweettheartt_/status/1394921962900803584,Fri 07 31 11:51:04 +0000 2020,1289166654723756034,False,➩The coziest place where we are no longer there. A place that time has hidden under its wings. Nobody will take our memories➩,40178,4322,4461,18,,🤍Angel🤍,sweettheartt_,39407,,,False
65,,Wednesday May 19 10:08:09 +0000 2021,Praca Lubelskie www Praca Lublin Oferty,,,0,1394958045659152389,,,,pl,,,,0,,,"<a href=""http://www.strictly-software.com"" rel=""nofollow"">Strictly Tweetbot for Wordpress</a>",Frontend Developer (Angular) - #Praca 100% zdalna (#Lubelskie) #www.praca.lublin.pl #Praca #Lublin #Oferty Pracy z Lublina Lublinie Lu...,https://twitter.com/LublinPraca/status/1394958045659152389,Thu 02 03 07:11:08 +0000 2011,246672925,False,"Serwis www.praca.lublin.pl powstał w celu przekazywania wiadomości z rynku pracy. Codziennie nowe ogłoszenia, zapraszamy do czytania i śledzenia na Twitter i FB",3,159,3,10,"Lublin, Poland",Praca Lublin,LublinPraca,25376,,,False
66,,Wednesday May 19 14:35:32 +0000 2021,,,https://wiadomosci.onet.pl/kraj/praca-zdalna-pracodawca-bedzie-refundowac-koszty-pradu-i-internetu/j0bsnmh,0,1395025332189769733,,,,pl,,False,,1,1.395011483608748e+18,agraffka2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Szykują się zmiany w prawie. Pracodawca będzie zwracać pieniądze za zużyty prąd i internet https://t.co/7xhRXiCmZN przez @OnetWiadomosci,https://twitter.com/JadowitaMeduza/status/1395025332189769733,Tue 10 03 08:06:50 +0000 2017,915125979701563393,False,wiek i rozmiar 3XL ona/jej,338821,1069,963,4,,jadowita meduza,JadowitaMeduza,270500,,,False
67,,Wednesday May 19 11:30:27 +0000 2021,Dzieciwdomu internet komputer Empik OrangeTeam,,https://forwrd.it/r/3CCV/eyJyZiI6ImZhODc5NzRiLTE4NzktNDQ2Yy1iMDJjLTJmNzdmMjE5YjVjMiIsImVsIjoidHdpdHRlciIsImNkNyI6IltcIjc4YjBmYmUyLTc4YWMtNGJiMy05YTY2LTViY2EyMTAwMDQyY1wiLFwiaW1wb3J0LTIwMjEtMDEtMTVfMTAtMTZfYmY4ODg4ODUtMmJhNi00YzNiLTk3ZDUtMTZhY2U1M2M1OTMyLmNzdlwiXSJ9?utm_source=Ambassify&utm_medium=webview&utm_content=Dzieci%20w%20domu%20%7C%20Orange%20Polska,0,1394978754980614148,,,,pl,,False,,0,,,"<a href=""https://ambassify.com"" rel=""nofollow"">Ambassify App</a>","#Dzieciwdomu! Zdalna nauka to nic innego jak #internet i #komputer. Jak sobie radzić, kiedy kończy się nauka 📙📚, a dziecko dalej jest przed komputerem 💻? Zdradź nam swoje sposoby. Wygraj e-Kartę prezentową #Empik o wartości 100 zł od #OrangeTeam. https://t.co/ThsWL6NWib",https://twitter.com/AdrianaGajdecka/status/1394978754980614148,Wed 09 11 11:03:28 +0000 2013,1854025856,False,Project Manager | Customer Experience @Orange_Polska #OrangeTeam,825,160,722,2,,Adriana.gajdecka,AdrianaGajdecka,726,,,False
